NB2020 [recipe] data (yossy) 2026-01-10
code	user	root	branch	public	protect	draft	favorite	name	dish	type	role	tech	time	cost	sum	protocol	date
yo-r-9ENP2woCdT91pDpZdlPv	yossy		0	1	1	0	0	チゲ雑炊	2	6	1	1	0	0	11129:30:g:30:::1.0:30<t>17012:0.1:g:0.1:::1.0:0.1<t>17065:0.02:g:0.02:::1.0:0.02<t>-:-:g:-:0:-:-:-<t>04033:30:g:30:::1.0:30<t>06287:30:g:30:::1.0:30<t>06236:40:g:40.0::汁たっぷりで:1.0:40<t>06207:20:g:20:::1.0:20<t>12004:55:個M:1:::1.0:55<t>01088:80:g:80:::1.0:80<t>14002:4.0:小さじ:1:::1.0:4.0<t>P00001:200:カップ:1:::1.0:200<t>17027:2.7:個(味の素):1/2:::1.0:2.7<t>+:-:g:-:0:合わせ調味料:-:-<t>05018:6.0:小さじ:2::当たりごま:1.0:6.0<t>17045:5.8:小さじ:1:::1.0:5.8<t>17007:5.9:小さじ:1:::1.0:5.9<t>16025:5.9:小さじ:1:::1.0:5.9<t>16023:5.0:小さじ:1:::1.0:5.0<t>P17005:5.0:g:5:::1.0:5.0	#群馬のお教室<n>#<n>もやしは根を取り除く。<n>ニラは3 cm長さに切る。<n>キムチはたっぷりの汁ごと取り、大きければ切る。<n>豆腐は一口大に切る。<n>豚肉は食べやすい大きさに切り、塩、胡椒で下味を付ける。<n>ご飯は水で洗っておく。<n>卵はボウルに割り入れ、溶きほぐす。<n>合わせ調味料を混ぜ合わせておく。<n><n>鍋にごま油を入れ加熱し、豚肉を炒め、もやしを加え炒める。<n>スープを加え灰汁を取り除きながら煮て、キムチを加える。<n>合わせ調味料、飯、豆腐、ニラ、卵を入れて、蓋をしてひと煮立ちさせる。<n>蓋をしたまま火を消し、少し置いて仕上げる。<n>#写真は2人分	2019-02-23
yo-r-9f50-98f2	yossy		0	1	1	0	0	吸油量-素揚げ:なす (14%)	1	0	100	0	0	0	14006:14:g:14.0::吸油量:1.0:14		2022-03-13
yo-r-9fb203c05e1fadfb2a60	yossy		0	1	1	0	0	きゅうりと豚肉の炒めもの	2	3	2	3	0	0	06065:100:本M:1:::1.0:100<t>11129:120:g:120:::1.0:120<t>06226:40:g:40:::1.0:40<t>P17033:12:大さじ:1:0::1.0:12<t>+::::0:合わせ調味料:1.0:<t>17015:5.0:小さじ:1:::1.0:5.0<t>17090:30:大さじ:2:::1.0:30<t>16013:10:小さじ:2:::1.0:10<t>17007:5.9:小さじ:1:::1.0:5.9<t>17012:1.2:g:1.2:0::1.0:1.2<t>-:0:0:0:0::1.0:0<t>17069:15:大さじ:1:::1.0:15<t>17066:0.01:g:0.01::適当:1.0:0.01<t>14002:4.0:小さじ:1.0::適当:1.0:4.0	#男の子 フライパン<n>#<n>きゅうりは叩いて割、4cm程の長さに切り、分量外の塩でもみ水分を出す。<n>ねぎは斜め薄切り。<n>豚バラ肉は4cm程に切る。<n>合わせ調味料は合わせておく。<n><n>フライパンに香味油を入れて、中火で豚バラ肉を広げて両面を焼く。<n>ねぎを加えて炒め、香りが立ったら、きゅうりを加え炒める。<n>おろし生姜を加え、全体に絡め炒める。<n>合わせ調味料を加え、強火で炒め合わせる。<n>火を止め、山椒を振り、ごま油を回しかける。<n><n>器に盛り付けて仕上げる。	2022-11-13
yo-r-9GbCfzelxQ7xAq2hCLYh	yossy		0	0	0	0	0	ミントシャーベット	1	7	5	8	0	0		#群馬のお教室<n>#	2023-04-27
yo-r-9rFJjOcbn6mXVZjuXRc2	yossy		0	1	1	0	0	わらび餅	2	1	5	10	0	0	02033:50:g:50.0::わらび粉:1.0:50<t>P00001:133:カップ:2/3:::1.0:133<t>03003:40:g:40:::1.0:40<t>04029:5.0:g:5.0::適当:1.0:5.0	#群馬のお教室<n>#<n>耐熱ボウルにわらび粉を入れ、細かくつぶし、少しずつ水を加え、よく混ぜ合わせる。<n>砂糖を加え、よく混ぜ合わせる。<n>ラップをして電子レンジで500W1分加熱し、へらで混ぜ合わせる。<n>再びラップをして電子レンジで500W2分加熱し、へらで混ぜ合わせる。<n>@時間は様子を見て調節する<n>バットにきな粉を敷き、その上にわらび餅を落とし、きな粉をまぶしながらハサミで切り分ける。<n>@きな粉は分量を無視して十分な量を入れる<n><n>器に盛り付けて仕上げる。	2019-06-20
yo-r-9SS9co5j79MyekAb6bVy	yossy		0	0	0	0	0	焼き飯	1	1	1	3	0	0	+:-:-:-:0:ご飯0.6合:1.0:-<t>+:-:-:-:0:牛肉50g:1.0:-<t>06061:0:g:0:0:0.13個:1.0:0<t>+:-:-:-:0:玉:1.0:-<t>06227:0:g:0:0:0.25個:1.0:0<t>06223:5.0:片:1:0::1.0:5.0<t>06212:10.0:g:10:0::1.0:10.0<t>12004:0.0:個M:1:0::1.0:0.0<t>17012:1.0:g:1:0::1.0:1.0<t>17007:5.91:小さじ:1:0::1.0:5.91<t>17063:0:g:0:0:0少々:1.0:0	#<n>#チャーハンではない冷やご飯で作るやつ<n>【材料】<n>ご飯0.6合<n>牛肉50 g<n>キャベツ1/8 個<n>玉葱1/4弱 個<n>大蒜1 片<n>人参10 g<n>卵1 個<n>塩１つまみ<n>醤油小さじ1<n>胡椒少々<n>【オプション材料】<n><n>キャベツは2-3cm角に切る。<n>玉葱は1cm角に切る。<n>人参は1cmの色紙切り。<n>大蒜は粗みじん。<n>牛肉は2cm幅に切り、塩胡椒で下味を付ける。<n>卵は溶いておく。<n><n>フライパンに油を引いて、にんにくを炒め、香りが出たら牛肉を炒める。<n>玉葱と人参を炒める。<n>ご飯を加え、解しながら炒める。<n>キャベツ加えを軽く炒める。<n>卵を加え、混ぜほぐしながら炒める。<n>卵が固まったら、醤油を加えて混ぜ、最後に塩、胡椒で味を整える。<n><n>お皿に盛り付けて仕上げる。<n>	2022-12-15
yo-r-9tIghJrZCzm667TaiQMy	yossy		0	1	1	0	0	鶏肉なべ照り焼き	2	1	2	2	3	3	11221:150:g:150:::1.0:150<t>16023:10:小さじ:2:::1.0:10<t>17007:5.9:小さじ:1:::1.0:5.9<t>06366:5.0:g:5:::1.0:5.0<t>02034:9.0:大さじ:1.0::片栗粉:1.0:9.0<t>14006:6.0:大さじ:0.5:::1.0:6.0<t>+:-:g:-:0:たれ:-:-<t>P00001:15:大さじ:1:::1.0:15<t>16025:12:小さじ:2:::1.0:12<t>17007:12:小さじ:2:::1.0:12<t>16023:10:小さじ:2:::1.0:10<t>03003:3.0:小さじ:1:::1.0:3.0<t>-:-:g:-:0:-:-:-<t>06227:6.0:g:6:::1.0:6.0	#群馬のお教室<n>#<n>ねぎは小口切りにする。<n>鶏肉は味が浸みやすいようにフォークで両面に穴を開ける。<n>鶏肉を食べやすい大きさに切り、酒、醤油、生姜汁をまぶす。<n>ボウルにたれの材料を合わせておく。<n><n>鶏肉に片栗粉をまぶす。<n>フライパンに油をひき熱し。鶏肉を弱火で7分程かけてゆっくり両面を焼く。<n>@脂が多いときはペーパータオルでとる<n>たれをまわし入れ、しばらく煮詰めて火を止める。<n><n>器に鶏肉を盛り付け、ねぎを散らして仕上げる。	2018-10-09
yo-r-9U2bIU2blEmWHZe9B99z	yossy		0	1	1	0	0	オニオングラタンスープ	2	7	4	9	0	0	06153:0.1e3:g:0.1e3:::1.0:0.1e3<t>06223:4.0:g:4:::1.0:4.0<t>14006:4.0:小さじ:1:::1.0:4.0<t>14020:4.0:小さじ:1:::1.0:4.0<t>P00001:300:カップ:1.5::スープ用:1.0:300<t>17027:2.7:個(味の素):1/2::コンソメ:1.0:2.7<t>17012:0.2:g:0.2:::1.0:0.2<t>17065:0.02:g:0.02:::1.0:0.02<t>01031:10:g:10.0::1切れ/人:1.0:10<t>13040:20:g:20::ピザ用:1.0:20	#群馬のお教室<n>#<n>玉ねぎとにんにくは薄切りにする。<n>バケットはトーストする。<n><n>鍋に油とマーガリンを熱し、玉ねぎとにんにくを弱火でゆっくり炒める。<n>玉ねぎが飴色になったら、スープを加え、5分程煮て、塩胡椒で味を整える。<n><n>耐熱容器にスープを入れ、バケットとチーズをのせて、オーブンでチーズが溶けるまで焼いて仕上げる。	2021-10-03
yo-r-a011-5dc8-3607-dbe0	yossy		0	1	1	0	0	BLTスープ	1	2	4	1	3	0	06312:0.1e3:g:0.1e3:::1.0:0.1e3<t>06183:20:個M:2:::1.0:20<t>11183:10:枚:1/2:0::1.0:10<t>P00001:200:ml:200:::1.0:200<t>17027:1.3:個(味の素):1/4::=コンソメの素:1.0:1.3<t>14001:2.0:小さじ:1/2:::1.0:2.0<t>17012:0.3:g:0.3::適当:1.0:0.3<t>17065:0.01:g:0.01::適当:1.0:0.01	#ソロ飯<n>#<n>レタスは食べやすい大きさにちぎる。<n>ミニトマトは半分に切る。<n>ベーコンは細切りにする。<n><n>鍋に水、コンソメ、オリーブ油を入れて熱し沸騰させる。<n>レタス、ミニトマト、ベーコンを入れひと煮立ちさせ、塩、胡椒で味を整える。<n><n>器にもり入れて仕上げる。	2021-07-06
yo-r-a0922ce5757f1526d8ca	yossy	yo-r-a5cdcd772b3397e3b8b5	0	1	1	0	0	湯葉のおかゆ	4	3	1	1	0	0	01083:160:合:1:::1.0:160<t>P00001:2700:合:15:::1.0:2700<t>14002:12:大さじ:1.0::太白ごま油:1.0:12<t>17012:6.0:小さじ:1:0::1.0:6.0<t>-:0:0:0:0::1.0:0<t>04060:10:g:10:::1.0:10<t>04033:150:丁:1/2:::1.0:150<t>12004:110:個M:2:::1.0:110<t>06103:10:g:10:::1.0:10<t>06228:18:本:4.0:::1.0:18<t>P00004:0.1:g:0.1::適当:1.0:0.1<t>14002:4.0:小さじ:1:::1.0:4.0	#粥　初中華<n>#油は普通のサラダ油にちょっとごま油を足してもOK<n>お米は軽く研いでザルに30分ほど上げておく。<n>湯葉は濡れたペーパータオルでくるみ、しんなりしたら食べやすい大きさに切る。<n>豆腐は一口大に切る。<n>しょうがは皮をむいて細切り。<n>万能ねぎは小口切りにする。<n><n>土鍋に水と米を入れ強火で沸騰直前まで加熱する。<n>@土鍋がなければ厚手の鍋。薄いと焦げやすい<n>沸騰したら、少し泡が出るくらいの弱火にする。<n>@火加減や蓋をするかどうかは各自で調節する<n>油を加え、あまり混ぜたりせずそっと、40分ほど炊く。<n>@水分が少なくなったらお湯を足す<n>塩と味の素を加えひと混ぜし、湯葉、とうふを加え2-3分温める。<n>溶いた卵を回しがけ、蓋をして火を止めて蒸らす。<n>生姜、ねぎを加え、ごま油を落とし香りをつけて仕上げる。<n>#写真は２人分、ねぎは普通の葉ねぎ<n><n>	2023-04-15
yo-r-a1a409cf97bd94ff2ede	yossy		0	0	0	1	1	1000アイランドドレッシング	1	7	7	7	0	0	14006:45:g:45:::1.0:45<t>06069:15:g:15:::1.0:15<t>P03005:15:g:15:::1.0:15<t>17036:4.0:g:4:::1.0:4.0<t>17015:3.0:g:3:::1.0:3.0<t>17012:3.0:g:3:::1.0:3.0<t>12010:3.0:g:3:::1.0:3.0<t>07156:3.0:g:3:::1.0:3.0<t>17001:0.2e1:0:0.2e1:::1.0:0.2e1	#ドレッシング　まねっ子<n>#QPのやつ<n>	2024-07-14
yo-r-a1b36f53edfbafd7edee	yossy		0	1	1	0	0	もやし祭り	1	8	3	3	0	0	06287:0.1e3:g:0.1e3:::1.0:0.1e3<t>17042:10:g:10.0:::0.5:5.0<t>17007:10:g:10.0:::0.5:5.0<t>17001:10:g:10.0:::0.5:5.0<t>16025:10:g:10.0:::0.5:5.0<t>17063:0.01:g:0.01:::0.5:0.01	#<n>#基本もやしをマヨネーズで炒めるだけ。味付けはお好みで<n>もやしは根を取る。<n>醤油、ウスターソース、みりんを混ぜておく。<n><n>フライパンにマヨネーズを入れて中火～強火で熱し、<n>もやしを入れてさっと炒め、マヨネーズを全体にまわす。<n>合わせ調味料を加え、混ぜ炒める。<n><n>器に盛り付けて、黒胡椒を振って仕上げる。	2023-03-27
yo-r-a38RW2dTQ4Ig6qq2Rznc	yossy		0	1	1	0	0	スパゲッティ・ペスカトーレ	2	4	1	1	0	0	01063:200:g:200:::1.0:200<t>+:-:g:-:0:トマトソース:-:-<t>14001:12:大さじ:1:::1.0:12<t>06153:100:g:100:::1.0:100<t>06223:10:g:10:::1.0:10<t>06184:200:g:200:::1.0:200<t>16010:15:大さじ:1:::1.0:15<t>17027:5.3:個(味の素):1:::1.0:5.3<t>17036:15:大さじ:1:::1.0:15<t>-:-:g:-:0:-:-:-<t>10415:60:g:60.0::2尾/人:1.0:60<t>10345:60:g:60:::1.0:60<t>10281:40:g:40:::1.0:40<t>06172:1.0:g:1:::1.0:1.0<t>16010:30:大さじ:2:::1.0:30<t>P00001:30:大さじ:2:::1.0:30<t>14001:12:大さじ:1:::1.0:12<t>-:-:g:-:0:-:-:-<t>13038:6.0:g:6:::1.0:6.0<t>17005:2.0:g:2::タバスコ:1.0:2.0	#群馬のお教室<n>たまねぎとニンニクは粗いみじん切りにして、オリーブ油で妙める。<n>そこにトマトの水煮缶、白ワイン、コンソメの素、ケチャップを入れてゆっくりと煮詰める。<n>@煮詰まったら火を止める<n><n>イカは内臓を抜き、皮をむいて、輪切りにし、エンペラーとげそも1 cmに切る。<n>えびは背わたをとり除き、殻をむいて2等分する。<n>アサリは砂抜きをして殻を良く洗っておく。<n><n>スパゲッティはたっぷりの熱湯に塩を入れて、通常時間で茹でる。<n><n>#スパゲッティを茹でている間にソースを完成させる<n>フライパンにオリーブ油を熱して赤唐辛子を妙め、魚介類をさっと妙める。<n>エビの色が変わったら、白ワインと水を入れて蒸し煮にする。<n>魚貝類の中にトマトソースを入れて温める。<n><n>スパゲッティーが茹で上がったら、ソースの中に入れてさっと混ぜあわせる。<n>器に盛り付けパセリのみじん切りを飾り仕上げる。<n>お好みで粉チーズとタバスコを添える。	2021-12-24
yo-r-a3b3ebea7017b46ba60f	yossy		0	1	1	0	0	ローストビーフ	4	7	2	1	0	0	11057:400:g:400:::1.0:400<t>17071:1.0:g:1.0:0:適当:1.0:1.0<t>+::::0:調味料:1.0:<t>17012:4.0:g:4:::1.0:4.0<t>17063:0.5:g:0.5:0::1.0:0.5<t>+::::0:ガーリックソース:1.0:<t>06223:5.0:片:1:::1.0:5.0<t>14006:2.0:g:2.0::適当:1.0:2.0<t>17007:18:大さじ:1:::1.0:18<t>16025:18:大さじ:1:::1.0:18<t>17138:15:大さじ:1:::1.0:15	#京都の学校 おせち料理 イギリス<n>#<n>ランプに塩、胡椒を擦り込み、ラップを巻き、ジッパー付き袋に入れる。<n>@真空調理機でパックしてもよい<n>60-65℃のお湯で45分入れて、火を通す。<n>@炊飯器の保温機能を使っても良い<n>肉を取り出し、表面を焼いて冷ます。<n><n>!ガーリックソース<n>にんにくは芽を取り薄切りにし、水にさらし、水気を取る。<n>油をまぶし耐熱皿に並べ、ラップをせず電子レンジで600W2分加熱する。<n>混ぜて、再び30秒加熱し、ガーリックチップにする。<n>別の耐熱容器に醤油、みりん、酒を入れ、ラップをせず電子レンジで600W分加熱する。<n>砕いたガーリックチップを加える。<n><n>ローストビーフを等分に切り出し、ガーリックソースを添える。	2022-05-31
yo-r-a3f2-d7ea-8b9b-10f6	yossy		0	1	1	0	0	竹輪きんぴら	1	1	3	3	1	0	10381:50:g:50.0::小2本/人:1.0:50<t>14002:4.0:小さじ:1:::1.0:4.0<t>17030:5.7:小さじ:1:::1.0:5.7<t>05018:9.0:大さじ:1.0::白すりごま:1.0:9.0	#ソロ飯<n>#<n>ちくわは適当にちぎる。<n><n>フライパンにごま油を入れて熱し、ちくわを入れて炒める。<n>めんつゆとすり胡麻を加え、ひと混ぜして火を止める。<n><n>器に盛り付けて、七味唐辛子をふって仕上げる。	2021-08-24
yo-r-a3f7-f0c8	yossy		0	1	1	0	0	白菜とツナの煮物	2	1	3	1	0	0	06233:200:g:200:::1.0:200<t>10263:40:g:40:::1.0:40<t>16023:15:大さじ:1:::1.0:15<t>P00001:30:大さじ:2:::1.0:30<t>17008:5.9:小さじ:1:::1.0:5.9<t>17093:0.63:小さじ:1/4:::1.0:0.63	ツナは油を切っておく。<n>白菜はザク切りにする。<n><n>鍋に水、酒、中華だし、薄口醤油を入れて煮立てる。<n>鍋に白菜の硬い部分、柔らかい部分、ツナの順にを入れ、煮る。<n>白菜の硬い部分が柔らかくなったら、全体を混ぜて、煮る。<n><n>器に盛り付けて仕上げる。<n>	2020-05-23
yo-r-A3i2c6splpOCAp1yiJS7	yossy		0	0	0	1	0	鰆の西京焼き	2	1	2	2	0	0	10171:0.1e3:g:0.1e3:::1.0:0.1e3<t>17044:138:大さじ:8:::1.0:138<t>16025:35:大さじ:2:::1.0:35<t>17007:35:大さじ:2:::1.0:35	#西京焼き<n>#	2024-12-29
yo-r-a404-8d96-605a-6f6f	yossy		0	1	1	0	0	吸油量-素揚げ:かぼちゃ (7%)	1	0	100	5	0	0	14006:7.0:g:7.0:0:吸油量:1.0:7.0	参考<n>女子栄養大学出版部<n>調理のためのベーシックデータ　第４版<n>	2022-03-13
yo-r-a558-f769-d472-8a86	yossy		0	1	1	0	0	レタスのマスタードサラダ	1	2	3	7	2	0	06312:120:g:120:::1.0:120<t>11176:10:g:10.0::1枚/人:1.0:10<t>17060:5.0:小さじ:1:::1.0:5.0<t>17042:4.0:小さじ:1.0::=マヨネーズ:1.0:4.0<t>17091:5.0:小さじ:1:::1.0:5.0<t>17012:0.5:g:0.5::塩もみ残り:1.0:0.5	レタスは一口大にちぎり、分量外の塩を振り揉み込む。<n>水分が出たら、絞って水気を絞る。<n>ハムは適当にちぎる。<n><n>容器に粒マスタード、マヨネーズ、バルサミコ酢を入れて混ぜる。<n>ハムとレタスを入れ和える。<n><n>器に盛り付けて仕上げる。	2021-03-29
yo-r-a58a-218f-2642-7dca	yossy		0	1	1	0	0	ご飯　固め	1	1	1	1	5	1	01083:160:g:160:::1.0:160<t>P00001:240:g:240:::1.0:240	米は研いで、米の1.5倍の水を加え、30分以上吸水させる。(時間外)<n>@炊くまでに1時間以上かかる場合は冷蔵庫で吸水<n><n>強火で加熱する。<n>吹き始めて90秒後に、とろ火にする。<n>吹き始めてから合計10分後に火を止めて10分ほど蒸らす。<n><n>!固さの調節<n>柔らかさは吹いた後の強火での加熱時間で調節する。長い→固い。<n>強火の時間を減らした分の3倍とろ火の時間を追加する。<n><n>米粒を潰さないようにかきさっと混ぜる。<n>器に盛り付けて仕上げる。<n>	2020-05-05
yo-r-a5cdcd772b3397e3b8b5	yossy		0	1	1	0	0	中華がゆ	4	3	1	1	0	0	01083:160:合:1:::1.0:160<t>P00001:2700:合:15:::1.0:2700<t>14002:12:大さじ:1.0::太白ごま油:1.0:12<t>17012:6.0:小さじ:1:::1.0:6.0	#粥　初中華　シンプル<n>#油は普通のサラダ油にちょっとごま油を足してもOK<n>お米は軽く研いでザルに30分ほど上げておく。<n><n>土鍋に水と米を入れ強火で沸騰直前まで加熱する。<n>@土鍋がなければ厚手の鍋。薄いと焦げやすい<n>沸騰したら、少し泡が出るくらいの弱火にする。<n>@火加減や蓋をするかどうかは各自で調節する<n>油を加え、あまり混ぜたりせずそっと、40分ほど炊く。<n>@水分が少なくなったらお湯を足す<n>塩を加え、ひと混ぜして仕上げる。<n>#写真は２人分	2023-04-15
yo-r-a657-a6c7-9f6c-902e	yossy		0	1	1	0	0	きのこの生姜煮	1	1	3	1	0	0	08001:25:g:25:::1.0:25<t>08016:25:g:25:::1.0:25<t>P00001:30:大さじ:2:::1.0:30<t>17030:5.7:小さじ:1:::1.0:5.7<t>17069:2.5:小さじ:1/2:::1.0:2.5	#きのこなら何でも<n>きのこは食べやすい大きさに切る。<n>鍋にきのこ、水、めんつゆ、おろし生姜を入れて中火にして混ぜる。<n>沸騰し始めたら蓋をして2分程煮る。<n>全体に絡めて煮汁をからめる。<n><n>器に盛り付けて仕上げる。	2021-04-01
yo-r-a65fbce27ac6e3450452	yossy		0	1	1	0	0	レタスの塩昆布漬	2	1	3	8	0	0	06312:0.1e3:g:0.1e3:::1.0:0.1e3<t>09022:6.0:g:6:::1.0:6.0<t>14002:4.0:小さじ:1:::1.0:4.0	#ネット由来<n>#<n>レタスは適当にちぎる。<n>ビニール袋にレタスを入れ、塩昆布とごま油を入れる。<n>空気を入れて膨らました状態で袋を振り、全体を馴染ませる。<n>空気を抜き、袋の口を縛って、冷蔵庫で１時間程置く。<n>@長く置いても旨くなるわけではなく、塩分控えめなので傷みやすい<n><n>軽く水気を切って、器に盛り付けて仕上げる。	2022-07-25
yo-r-a741-4298	yossy		0	1	1	0	0	さわらのマヨチーズ焼き	1	1	2	9	0	0	10171:80:g:80:::1.0:80<t>17043:6.0:g:6:::1.0:6.0<t>17044:5.0:g:5:::1.0:5.0<t>13040:10:g:10.0::ピザ用:1.0:10<t>-:-:g:-:0:-:-:-<t>06007:21:個M:1.0::1本/人:1.0:21	#食育セミナー<n>ボウルにマヨネーズ、白味噌、ピザチーズを合わせる。<n>サワラを天板に並べ、マヨチーズを塗る。<n>アスパラガスと一緒に180℃に予熱したオーブンで8分程焼き上げて完成。	2020-08-17
yo-r-a7e06f23faa3db082085	yossy		0	1	1	0	0	焼き金団	1	1	5	9	0	0	02006:91:g処理前:100.0::鳴門金時:1.0:91<t>05012:30:g:30:::1.0:30<t>03022:10:g:10:::1.0:10<t>P00001:10:ml:10:::1.0:10	#京都の学校 おせち料理<n>#<n>さつまいもを濡らしたペーパータオルで包み、更にアルミホイルで包む。<n>さつまいもはオーブンで160℃で1時間40分程加熱し、オーブンの中で放置する。<n><n>甘栗の甘露煮は5mm角煮切る。<n>冷ましたさつまいもは皮をむき、鍋の中で潰し、水とはちみつを加える。<n>弱火で加熱し、お好みの硬さまで練り、甘栗を入れて混ぜる。<n><n>バットに広げて冷まし、盛り付けて仕上げる。<n>@ラップで絞ってもよし	2022-03-26
