FN	STARCH	GLUS	FRUS	GALS	SUCS	MALS	LACS	TRES	CHOAVL	SORTL	MANTL	NoticeSUG			
15116	(1.4)	(0)	(0)	-	(43.3)	(0)	(11.7)	-	(56.5)	(0)	-	豪州成分表から推計。ガラクトースは英国成分表から推計			
15117	(9.0)	(0.5)	(0.5)	(0)	(65.1)	(0)	(0)	(0)	(75.0)	(0)	(0)	原材料配合割合から推計			
15138	(4.7)	(Tr)	(0)	(0)	(17.0)	(0)	(2.9)	(0)	(24.6)	(0)	(0)	業務用<br>原材料配合割合から推計			
15139	(11.3)	(0.3)	(0.2)	(0)	(32.6)	(1.3)	(0)	(0)	(47.1)	(0)	(0)	別名： 御膳しるこ<br>具材は含まない<br>04004こしあんから推計<br>80 %エタノールに可溶性のマルトデキストリン： (1.4)g			
15140	(8.8)	(0.1)	(0.1)	(0)	(29.7)	(0)	(0)	(0)	(38.6)	(0)	(0)	別名： 田舎しるこ、ぜんざい<br>具材は含まない<br>04006つぶしあんから推計			
16001	-	2.5	0	-	0	0	(0)	-	2.5	-	-	別名： 日本酒			
16002	-	(2.3)	(0)	-	(0)	(0)	(0)	-	(2.3)	-	-	別名： 日本酒<br>16001普通酒から推計			
16003	-	(2.6)	(0)	-	(0)	(0)	(0)	-	(2.6)	-	-	別名： 日本酒<br>16001普通酒から推計			
16004	-	(2.4)	(0)	-	(0)	(0)	(0)	-	(2.4)	-	-	別名： 日本酒<br>16001普通酒から推計			
16005	-	(2.5)	(0)	-	(0)	(0)	(0)	-	(2.5)	-	-	別名： 日本酒<br>16001普通酒から推計			
16006	(0)	0	Tr	(0)	0	0	(0)	-	Tr	-	-	生ビールを含む<br>でん粉、ガラクトース、乳糖は米国成分表から推計			
16009	-	0	0	-	0	0	-	-	0	-	-				
16010	(0)	(1.0)	(1.2)	-	-	(0)	(0)	-	(2.2)	-	-	別名： 白ワイン<br>豪州成分表から推計			
16011	(0)	(0.1)	(0.1)	(0)	-	(0)	(0)	-	(0.2)	-	-	別名： 赤ワイン<br>英国成分表から推計			
16012	(0)	(0.8)	(1.7)	(0)	(0)	(0)	(0)	-	(2.5)	-	-	別名： ロゼワイン<br>英国成分表から推計			
16025	-	24.0	Tr	-	0	2.6	(0)	-	26.6	-	-				
16029	(0)	(5.0)	(7.2)	-	(0)	(0)	(0)	-	(12.2)	-	-	英国成分表から推計			
16032	(0)	(1.1)	(1.2)	(0)	(0.7)	(0)	(0)	(0)	(3.0)	-	-	英国成分表から推計			
16059	-	0.6	0.7	-	0.4	0.1	-	-	1.8	-	-				
16035	-	0	Tr	-	1.5	0	(0)	-	1.5	-	-	粉末製品			
16045	(0)	(0)	(0)	(0)	(0)	(0)	(0)	(0)	(0)	-	-	浸出法： コーヒー粉末 10 g/熱湯150 mL<br>米国成分表から推計。でん粉は英国成分表から推計			
16048	9.2	0	0	-	0.4	0	0	-	9.6	-	-	別名： 純ココア<br>粉末製品			
16050	(13.4)	(3.4)	(0)	(0)	(0)	(0.1)	-	-	(16.9)	-	-	01116 米こうじから推計			
16051	1.1	0	0	-	32.4	-	(0)	-	33.4	-	2.3	粉末製品			
16053	(Tr)	(3.9)	(3.8)	(0)	(4.3)	(0)	(0)	(0)	(12.0)	-	-	英国成分表から推計			
16054	-	(3.1)	(5.2)	-	(0.6)	-	(0)	(0)	(9.0)	-	-	米国成分表から推計			
17001	0.2	10.4	8.5	-	4.6	0.2	-	-	23.8	0	-				
17002	1.1	11.0	9.5	-	4.8	0.2	-	-	26.6	0	-				
17003	(1.1)	(11.0)	(9.6)	-	(4.8)	(0.2)	-	-	(26.7)	(0)	-				
17085	1.6	12.5	8.6	-	6.0	0.4	-	-	29.1	0	-				
17007	Tr	1.0	Tr	0.4	0.1	Tr	Tr	-	1.6	-	-				
17086	(Tr)	(0.8)	(Tr)	(0.3)	(0.1)	(0)	(0)	-	(1.3)	-	-				
17008	0.1	1.3	0.6	0.3	0.3	0	0	-	2.6	-	-				
17139	0.1	1.5	0.4	0.3	0.2	0	0	-	2.5	-	-				
17010	(0.1)	(1.2)	(Tr)	(0.4)	(0.2)	(Tr)	(Tr)	-	(1.9)	-	-	17007こいくちしょうゆから推計			
17011	(0.1)	(1.2)	(Tr)	(0.4)	(0.2)	(Tr)	(Tr)	-	(1.8)	-	-	17007こいくちしょうゆから推計			
17087	(Tr)	(0.5)	(Tr)	(0.2)	(0.1)	(0)	(0)	(0)	(0.8)	(0)	(0)	こいくちしょうゆ1、かつお昆布だし1<br>原材料配合割合から推計			
17088	(0)	(18.3)	(Tr)	(0.1)	(Tr)	(2.0)	(0)	(0)	(20.4)	(0)	(0)	本みりん126、こいくちしょうゆ45<br>原材料配合割合から推計			
17091	-	(8.3)	(8.1)	(0)	(0)	(0)	(0)	(0)	(16.4)	-	-	米国成分表から推計			
17018	-	(0.1)	(0.4)	(0)	(0)	(0)	(0)	(0)	(0.5)	-	-	別名： サイダービネガー<br>米国成分表から推計			
17092	(Tr)	(0.4)	(0.1)	(0.1)	(19.6)	(0)	(0)	(0)	(20.3)	(0)	(0)	顆粒だし<br>原材料配合割合から推計			
17094	(0)	(0.2)	(0.2)	(0)	(26.3)	(0)	(0)	(0)	(26.6)	(0)	(0)	原材料配合割合から推計			
17095	(1.2)	(1.5)	(1.1)	(0)	(3.7)	(0)	(0)	(0)	(7.5)	(0)	(0)	原材料配合割合から推計			
17096	(0)	(0.2)	(0.1)	(0)	(19.0)	(0)	(0)	(0)	(19.4)	(0)	(0)	原材料配合割合から推計			
17133	Tr	0	0	0	0	0	0	-	Tr	0	-				
17134	Tr	Tr	0	0	0	0	0	-	0.1	0	-	別名： 原材料がいかの場合はいしり、いわし等の場合はいしる又はよしる等			
17135	Tr	0	0	0	0	0	0	-	Tr	0	-				
17097	(Tr)	(2.0)	(0.2)	(Tr)	(21.6)	(0.2)	(0)	(0)	(24.0)	(0)	(0)	原材料配合割合から推計			
17098	(0.1)	(4.0)	(0.2)	(0.1)	(15.2)	(0.4)	(0)	(0)	(19.9)	(0)	(0)	原材料配合割合から推計			
17099	(0)	(0.2)	(0.2)	(Tr)	(11.8)	(0)	(0)	(0)	(12.3)	(0)	(0)	原材料配合割合から推計			
17100	(Tr)	(0.5)	(Tr)	(0.2)	(0.1)	(0)	(0)	(0)	(0.7)	(0)	(0)	原材料配合割合から推計			
17101	(0)	(0.2)	(0.2)	(0)	(29.7)	(0)	(0)	(0)	(30.1)	(0)	(0)	原材料配合割合から推計			
17102	(0)	(0.1)	(0.1)	(0)	(8.1)	(0)	(0)	(0)	(8.2)	(0)	(0)	原材料配合割合から推計			
17103	(0)	(0.1)	(0.1)	(0)	(18.1)	(0)	(0)	(0)	(18.3)	(0)	(0)	原材料配合割合から推計			
17104	(0.1)	(0.5)	(0.2)	(0.1)	(18.7)	(0)	(0)	(0)	(19.6)	(0)	(0)	原材料配合割合から推計			
17108	0.1	7.8	11.0	0.1	0.6	-	-	-	19.5	-	-	別名： 冷やし中華用スープ			
17109	(2.5)	(0.5)	(0.5)	(Tr)	(1.1)	(0.1)	(0.5)	(0)	(5.3)	-	-	別名： ベシャメルソース<br>英国成分表から推計			
17137	-	2.5	2.3	0.1	2.0	-	-	-	6.9	-	-	別名： ポン酢			
17111	(0)	(0.4)	(0.4)	(0)	(9.7)	(0)	(0)	(0)	(10.5)	(0)	(0)	原材料配合割合から推計			
17033	(1.0)	(3.1)	(3.6)	-	(1.7)	(0)	(0)	(0)	(9.4)	-	-	試料： 缶詰及びレトルトパウチ製品<br>英国成分表から推計			
17144	3.7	0.4	0.3	0	47.1	0.1	0	-	51.5	-	-	イソマルトース： 0 g			
17112	(Tr)	(6.5)	(0.1)	(0.1)	(11.2)	(0.6)	(0)	(0)	(18.5)	(0)	(0)	原材料配合割合から推計			
17113	(Tr)	(1.0)	(1.6)	(0.2)	(24.4)	(0)	(0)	(0)	(27.2)	(0.2)	(0)	原材料配合割合から推計			
17114	(3.9)	(0.5)	(0.2)	(Tr)	(23.6)	(0)	(0)	(0)	(28.2)	(0)	(0)				
17034	(Tr)	(2.6)	(2.6)	(0)	(0)	(0)	(0)	(0)	(5.2)	-	-	別名： トマトピューレ<br>米国成分表から推計。でん粉は英国成分表から推計			
17035	(0.2)	(6.2)	(6.3)	(0)	(0.3)	(0.3)	(0)	(0)	(13.4)	-	-	米国成分表から推計			
17036	(1.1)	(11.1)	(9.4)	(0)	(2.5)	(0)	(0)	(0)	(24.0)	-	-	ガラクトース及び乳糖は米国成分表から推計<br>でん粉は英国成分表から推計			
17037	-	(2.7)	(2.5)	(0)	(0.1)	(0)	(0)	(0)	(5.3)	-	-	米国成分表から推計			
17042	(0.2)	(0.7)	(0)	-	(0.2)	(1.0)	-	-	(2.1)	-	-	使用油： なたね油 、 とうもろこし油、大豆油			
17043	(0.1)	(0.4)	(0)	-	(0)	-	-	-	(0.5)	-	-	使用油： なたね油 、大豆油、 とうもろこし油			
17118	0.3	0.3	0.1	-	2.0	0	0	-	2.6	0	-	別名：低カロリーマヨネーズ<br>使用油： なたね油、大豆油、とうもろこし油			
17040	(0)	(6.2)	(4.0)	(0)	(0)	(0.1)	(0)	(0)	(11.3)	-	-				
17117	(Tr)	(0.2)	(0.1)	(0.1)	(12.1)	(0)	(0)	(0)	(12.5)	(0)	(0)	クリームタイプ			
17041	(1.0)	(5.3)	(4.0)	(0)	(1.0)	(0.1)	(0)	(0)	(11.9)	-	-				
17045	0.7	9.1	0.7	0.3	Tr	0.1	Tr	-	11.8	-	-	別名： 信州みそ等<br>イソマルトース： 0.9 g			
17120	(0.6)	(7.5)	(0.6)	(0.2)	(Tr)	(0.1)	(Tr)	(0)	(9.7)	(0)	(0)	原材料配合割合から推計<br>イソマルトース： (0.7) g			
17145	1.1	7.9	0.5	0.2	0	0.1	0	-	10.3	-	-	イソマルトース： 0.5 g			
17119	1.5	10.2	0.7	0.3	0	0.1	0	-	12.5	0	0				
17049	(1.3)	(16.2)	(1.3)	(0.5)	(Tr)	(0.1)	(Tr)	-	(21.0)	-	-	別名： インスタントみそ汁<br>17045淡色辛みそから推計			
17050	(0.5)	(6.4)	(0.5)	(0.2)	(Tr)	(Tr)	(Tr)	-	(8.3)	-	-	別名： インスタントみそ汁<br>17045淡色辛みそから推計			
17121	(0)	(0.2)	(0.2)	(0)	(23.5)	(0)	(0)	(0)	(23.9)	(0)	(0)	原材料配合割合から推計			
17122	(Tr)	(0.4)	(Tr)	(0)	(4.7)	(0)	(0)	(0)	(5.2)	(0)	(0)	原材料配合割合から推計			
17123	(0)	(0.2)	(0.2)	(0)	(24.7)	(0)	(0)	(0)	(25.1)	(0)	(0)	原材料配合割合から推計			
17124	(0)	(0.5)	(0.3)	(0)	(36.2)	(0)	(0)	(0)	(36.9)	(0)	(0)	原材料配合割合から推計			
17051	25.0	0.1	0.2	0	9.3	0.2	0.2	-	35.1	-	-				
17125	(7.6)	(0.2)	(0.1)	(0)	(20.1)	(0)	(0)	(0)	(27.9)	(0)	(0.4)	原材料配合割合から推計			
17136	0.6	2.3	2.5	0	4.7	2.5	0	-	12.6	0.1	-				
17126	(0.1)	(0.4)	(0.1)	(0.1)	(9.7)	(0)	(0)	(0)	(10.4)	(0)	(0)	原材料配合割合から推計			
17127	(6.2)	(0.2)	(0.2)	(0)	(22.7)	(0)	(0)	(0)	(29.3)	-	-	原材料配合割合から推計			
17054	1.4	24.4	0.9	-	0	12.4	0	-	39.2	0	-				
17138	0.1	1.9	0.8	0	0	0.8	0	0	3.5	0	0				
17059	(1.6)	(3.2)	(2.7)	(0)	(1.3)	(0)	(0)	(0)	(8.9)	-	-	別名： フレンチマスタード<br>英国成分表から推計			
17060	(0.3)	(2.4)	(2.3)	(0)	(Tr)	(0)	(0)	(0)	(5.1)	-	-	別名： あらびきマスタード<br>英国成分表から推計			
17063	(37.9)	(0.2)	(0.2)	(0.2)	(0)	(0)	(0)	-	(38.5)	-	-	別名： ブラックペッパー<br>豪州成分表から推計			
17064	(38.1)	(0.2)	(0.2)	(0.2)	(0)	(0)	(0)	-	(38.7)	-	-	別名： ホワイトペッパー<br>豪州成分表から推計			
17065	(38.0)	(0.2)	(0.2)	(0.2)	(0)	(0)	(0)	-	(38.6)	-	-	豪州成分表から推計			
17068	(36.1)	(9.5)	(10.1)	(0)	(0)	(0)	(0)	(0)	(55.6)	-	-	別名： ジンジャー<br>英国成分表から推計			
17069	(3.3)	(0.7)	(0.6)	-	(0.1)	-	(0)	-	(4.7)	-	-	試料： チューブ入り<br>食塩相当量を引いた上で06103しょうが生から推計			
17075	17.3	0	Tr	-	1.1	0	(0)	-	18.4	-	-	でん粉添加品			
17128	(15.8)	(0)	(Tr)	-	(1.0)	(0)	(0)	-	(16.8)	-	-				
17076	(0)	(Tr)	(0.1)	-	(1.1)	(0)	(0)	-	(1.2)	-	-	試料： チューブ入り<br>食塩相当量を引いた上で06223にんにく生から推計			
17078	(0.5)	(1.8)	(1.0)	-	(2.1)	(0)	(0)	-	(5.4)	-	-	06239パセリ生から推計			
17082	(0.6)	(0.1)	(0)	(0)	(0)	(0)	(0)	(1.8)	(2.5)	-	(0)	別名： イースト<br>ガラクトース及び乳糖は英国成分表から推計			
17083	1.3	0.1	0	-	0	0	-	-	1.4	-	0	別名： ドライイースト			
17084	(35.0)	(0)	(0)	(0)	(0)	(0)	(0)	(0)	(35.0)	-	-	英国成分表から推計			
18053	10.1	1.3	0.7	-	0.2	0.6	-	-	12.9	-	-	冷凍食品を調理したもの			
18054	14.2	0.2	-	0	0.8	0.1	0	-	15.3	-	-	冷凍食品を調理したもの			
18023	0.6	2.1	0.1	Tr	8.7	1.4	0	-	12.9	4.3	0.8	液汁を除いたもの<br>するめ、昆布、かずのこ等を含む			
18055	20.4	0.2	-	0	0.1	0.5	0	-	21.3	-	-	冷凍食品を調理したもの			
18056	21.0	0.6	-	-	1.8	1.5	-	-	24.9	-	-	冷凍食品を調理したもの			
18057	31.9	0.2	-	-	0.8	-	-	-	32.9	-	-	冷凍食品を調理したもの			
